trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,mouse.time,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart
0,0,0,0,0.0577644,,0.0109709,5,1.1948326,0.0577644,0.0577644,0.0422962,7.0956209,[0.4625],[0.46805555555555556],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
1,0,1,0,7.1577514,,7.1008312,5,1.343326,7.1577514,7.1577514,0.0321501,8.5779446,[-0.11944444444444445],[0.2708333333333333],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
2,0,2,0,8.6246634,,8.5820477,5,1.5534571,8.6246634,8.6246634,0.0184148,9.7949601,[0.1],[0.2777777777777778],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
3,0,3,0,9.8577835,,9.7998508,5,1.897954,9.8577835,9.8577835,0.0336209,12.3440969,[0.4597222222222222],[0.005555555555555556],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
4,0,4,0,12.4081624,,12.3483755,5,1.244733,12.4081624,12.4081624,0.0380251,14.0108908,[-0.4375],[0.03888888888888889],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
5,0,5,0,14.0579478,,14.0156577,5,1.4640755,14.0579478,14.0579478,0.0197148,15.3786653,[0.18472222222222223],[0.125],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
6,0,6,0,15.4247046,,15.3827878,5,1.7133825,15.4247046,15.4247046,0.0252324,16.9613098,[-0.41805555555555557],[-0.005555555555555556],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
7,0,7,0,17.0243282,,16.9656433,5,3.4209809,17.0243282,17.0243282,0.034744,19.5270405,[0.24027777777777778],[0.4444444444444444],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
8,0,8,0,19.5575729,,19.5311379,5,1.9967905,19.5575729,19.5575729,0.0170852,21.4462532,[0.39861111111111114],[-0.24305555555555555],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
9,0,9,0,21.5080307,,21.4506028,5,1.9978327,21.5080307,21.5080307,0.04093,24.0110682,[-0.044444444444444446],[0.35694444444444445],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
10,0,10,0,24.0576437,,24.0150386,5,1.9242011,24.0576437,24.0576437,0.0183953,25.2778454,[-0.35138888888888886],[0.35],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
11,0,11,0,25.3410905,,25.2823261,5,1.9739638,25.3410905,25.3410905,0.0369889,28.0103027,[0.034722222222222224],[0.49027777777777776],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
12,0,12,0,28.0748671,,28.0140128,5,2.8754536,28.0748671,28.0748671,0.0324482,29.993645,[0.3416666666666667],[-0.1125],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
13,0,13,0,30.0408255,,29.9975953,5,1.577005,30.0408255,30.0408255,0.0313742,31.1102626,[0.14166666666666666],[-0.1388888888888889],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
14,0,14,0,31.1407957,,31.1139253,5,0.9185607,31.1407957,31.1407957,0.0175718,32.5955039,[-0.12083333333333333],[-0.2375],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
15,0,15,0,32.6408482,,32.5998393,5,1.2906127,32.6408482,32.6408482,0.0185547,34.3315952,[-0.44583333333333336],[0.08333333333333333],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
16,0,16,0,34.3742604,,34.3364709,5,1.0959368,34.3742604,34.3742604,0.0203367,37.7774118,[0.24722222222222223],[0.059722222222222225],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
17,0,17,0,37.8406658,,37.7822611,5,1.1929353,37.8406658,37.8406658,0.0343155,39.7433771,[-0.3527777777777778],[0.14444444444444443],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
18,0,18,0,39.7741383,,39.7472157,5,1.5757617,39.7741383,39.7741383,0.0172685,41.7611308,[0.3347222222222222],[-0.475],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
19,0,19,0,41.8240146,,41.7654863,5,1.2539199,41.8240146,41.8240146,0.0320899,44.0442487,[-0.23472222222222222],[-0.19027777777777777],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
20,0,20,0,44.1078543,,44.04844,5,1.3606794,44.1078543,44.1078543,0.0436657,45.6444384,[-0.5125],[0.28055555555555556],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
21,0,21,0,45.7074422,,45.6487531,5,1.1594573,45.7074422,45.7074422,0.0333912,46.9097003,[-0.4375],[0.19444444444444445],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
22,0,22,0,46.940529,,46.9135614,5,1.2268011,46.940529,46.940529,0.0170481,48.9283781,[0.42777777777777776],[0.225],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
23,0,23,0,48.9904547,,48.9327455,5,0.9934262,48.9904547,48.9904547,0.0323613,50.2934163,[0.12222222222222222],[-0.03888888888888889],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
24,0,24,0,50.3574011,,50.2980853,5,1.2711366,50.3574011,50.3574011,0.0329233,52.0604622,[0.19722222222222222],[-0.2152777777777778],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
25,0,25,0,52.1071465,,52.0642406,5,1.0741569,52.1071465,52.1071465,0.0316515,54.2597208,[-0.14305555555555555],[-0.38055555555555554],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
26,0,26,0,54.3075466,,54.2662855,5,1.2593413,54.3075466,54.3075466,0.0217045,56.2105494,[0.17916666666666667],[0.09583333333333334],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
27,0,27,0,56.2571365,,56.2149212,5,1.1126545,56.2571365,56.2571365,0.0229126,58.211491,[0.075],[-0.15694444444444444],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
28,0,28,0,58.2570596,,58.2156286,5,1.9247355,58.2570596,58.2570596,0.0199078,61.1107903,[0.18055555555555555],[0.46944444444444444],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
29,0,29,0,61.1573177,,61.1150941,5,2.0964789,61.1573177,61.1573177,0.0188669,62.7107229,[0.33194444444444443],[-0.4486111111111111],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
30,0,30,0,62.7737294,,62.7149325,5,1.4590885,62.7737294,62.7737294,0.0333254,64.343952,[0.20833333333333334],[0.30972222222222223],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
31,0,31,0,64.3905927,,64.3486492,5,2.3756217,64.3905927,64.3905927,0.0270081,65.2939068,[0.09722222222222222],[0.3138888888888889],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
32,0,32,0,65.3431229,,65.3011113,5,1.16056,65.3431229,65.3431229,0.0194021,66.6103297,[-0.2986111111111111],[0.20694444444444443],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
33,0,33,0,66.6740812,,66.6145934,5,1.1787549,66.6740812,66.6740812,0.0354249,67.9763238,[-0.48194444444444445],[0.3277777777777778],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
34,0,34,0,68.0232407,,67.9800562,5,1.0128275,68.0232407,68.0232407,0.0313395,71.1264133,[0.19166666666666668],[-0.48194444444444445],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
35,0,35,0,71.1566416,,71.1300874,5,1.1604177,71.1566416,71.1566416,0.0176398,72.243508,[0.03333333333333333],[0.075],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
36,0,36,0,72.2902412,,72.2482919,5,1.9931945,72.2902412,72.2902412,0.019242,73.4601517,[-0.41944444444444445],[0.002777777777777778],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
37,0,37,0,73.5069459,,73.4645771,5,1.7638502,73.5069459,73.5069459,0.0199428,75.0601339,[-0.14305555555555555],[-0.23333333333333334],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
38,0,38,0,75.123277,,75.0645871,5,2.0254515,75.123277,75.123277,0.0332391,76.909574,[-0.016666666666666666],[0.24583333333333332],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
39,0,39,0,76.9578346,,76.9139617,5,1.375885,76.9578346,76.9578346,0.0257327,78.1933095,[0.20972222222222223],[0.1361111111111111],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
40,0,40,0,78.2402239,,78.1973317,5,1.1604744,78.2402239,78.2402239,0.0196229,79.5774665,[0.3277777777777778],[0.3597222222222222],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
41,0,41,0,79.6235323,,79.5818602,5,2.244322,79.6235323,79.6235323,0.0199081,80.7610017,[0.05277777777777778],[0.4041666666666667],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
42,0,42,0,80.8074688,,80.7653656,5,1.8436721,80.8074688,80.8074688,0.0205794,82.0128099,[0.31666666666666665],[0.21388888888888888],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
43,0,43,0,82.0575572,,82.0167986,5,1.159755,82.0575572,82.0575572,0.0218948,83.0322101,[-0.03888888888888889],[0.12777777777777777],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
44,0,44,0,83.0738006,,83.0367217,5,1.3766732,83.0738006,83.0738006,0.0205359,84.3283323,[0.2875],[0.030555555555555555],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
45,0,45,0,84.3742771,,84.3326344,5,1.5940858,84.3742771,84.3742771,0.0203117,85.4268487,[0.31527777777777777],[-0.058333333333333334],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
46,0,46,0,85.4733731,,85.4314422,5,1.7416493,85.4733731,85.4733731,0.0189019,86.7095251,[-0.3763888888888889],[0.0625],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
47,0,47,0,86.7397464,,86.7142586,5,1.0271721,86.7397464,86.7397464,0.0176548,87.844346,[-0.19027777777777777],[0.4513888888888889],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
48,0,48,0,87.8900906,,87.8485537,5,1.3103971,87.8900906,87.8900906,0.020353,89.7933594,[0.4888888888888889],[-0.42777777777777776],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
49,0,49,0,89.8564684,,89.7977393,5,1.0773879,89.8564684,89.8564684,0.0324559,91.0095946,[0.3138888888888889],[0.11666666666666667],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
50,0,50,0,91.0397199,,91.0134587,5,2.3588169,91.0397199,91.0397199,0.0177411,93.1272992,[0.18333333333333332],[-0.23055555555555557],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
51,0,51,0,93.1736267,,93.1329866,5,1.207402,93.1736267,93.1736267,0.0184884,94.6100949,[-0.23333333333333334],[-0.4583333333333333],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
52,0,52,0,94.6569902,,94.614798,5,3.4758714,94.6569902,94.6569902,0.0198045,97.0097524,[-0.17083333333333334],[0.4375],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
53,0,53,0,97.0568133,,97.0142956,5,1.8777513,97.0568133,97.0568133,0.0189959,98.1936232,[-0.5069444444444444],[0.11666666666666667],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
54,0,54,0,98.223449,,98.1976977,5,1.5603104,98.223449,98.223449,0.0174177,99.3937529,[-0.4638888888888889],[-0.325],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
55,0,55,0,99.4561729,,99.3987065,5,1.4808214,99.4561729,99.4561729,0.0332548,100.4765067,[-0.14583333333333334],[0.09444444444444444],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
56,0,56,0,100.5398313,,100.480985,5,1.474577,100.5398313,100.5398313,0.0368197,101.9090728,[0.3375],[0.32916666666666666],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
57,0,57,0,101.9394991,,101.9131789,5,1.2766291,101.9394991,101.9394991,0.0181536,102.9439154,[-0.2125],[0.3597222222222222],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
58,0,58,0,103.006155,,102.9480774,5,1.1913338,103.006155,103.006155,0.0327794,104.0426244,[0.05694444444444444],[0.2972222222222222],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
59,0,59,0,104.0897076,,104.0476121,5,1.2849939,104.0897076,104.0897076,0.0196323,105.2274589,[-0.22916666666666666],[0.33194444444444443],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
60,0,60,0,105.2902284,,105.2317871,5,1.4477915,105.2902284,105.2902284,0.0371278,106.6585055,[-0.49722222222222223],[0.36666666666666664],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
61,0,61,0,106.7236933,,106.6629116,5,1.0393847,106.7236933,106.7236933,0.03506,107.9095269,[0.1361111111111111],[0.020833333333333332],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
62,0,62,0,107.9564088,,107.9149481,5,1.4786629,107.9564088,107.9564088,0.0193576,109.9271502,[0.5041666666666667],[-0.32916666666666666],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
63,0,63,0,109.9894186,,109.9323095,5,1.2789057,109.9894186,109.9894186,0.033286,112.2428166,[-0.004166666666666667],[0.022222222222222223],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
64,0,64,0,112.2893909,,112.2465785,5,0.9081625,112.2893909,112.2893909,0.0306781,114.3433699,[-0.12222222222222222],[-0.14444444444444443],[1],[0],[0],,[],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
65,0,65,0,114.4063139,,114.3471223,5,1.3919731,114.4063139,114.4063139,0.0327988,116.0588327,[0.18888888888888888],[-0.06388888888888888],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
66,0,66,0,116.0892646,,116.0625276,5,1.3433706,116.0892646,116.0892646,0.0170291,117.8433141,[-0.07777777777777778],[-0.44305555555555554],[1],[0],[0],,['target'],P2,1,2024-10-06_14h54.12.638,untitled,2024.1.5,None,2024-10-06 14h54.24.235627 +0530
